,start,end,label,label_text
2006,159979,159983,PER,Verf
2007,160140,160142,PER,Jn
2008,160214,160240,MISC,Kritit der reinen Vernunft
2009,160344,160351,PER,H. Sch.
2010,160380,160389,PER,Kantschen
2011,160380,160396,MISC,Kantschen Kritik
2012,160453,160460,PER,Recens.
2013,160575,160586,PER,H. Pr. Abel
2014,160636,160645,PER,Kantschen
2015,160636,160657,MISC,Kantschen Philosophie
2016,160730,160738,PER,Kantsche
2017,160871,160872,PER,A
2018,160884,160925,MISC,Geschichte des alten und neuen Testaments
2019,160941,160945,TIME,1787
2020,160971,160978,ORG,Gebhard
2021,160971,160978,PER,Gebhard
2022,160982,160989,LOC,Bamberg
2023,160994,161002,LOC,Wirzburg
2024,161008,161014,ORG,Rieger
2025,161008,161014,PER,Rieger
2026,161018,161026,LOC,Augsburg
2027,161036,161045,MISC,biblische
2028,161236,161240,PER,Gott
2029,161703,161708,MISC,Bibel
2030,161964,161972,MISC,biblisch
2031,162020,162035,TIME,graue Alterthum
2032,162067,162086,PER,Bürgern der Vorwelt
2033,163018,163041,ORG,katholische Deutschland
2034,163018,163041,LOC,katholische Deutschland
2035,163066,163076,LOC,Wirzburger
2036,163096,163103,PER,Recens.
2037,163114,163132,PER,Herrn Prof. Onymus
2038,163230,163232,PER,er
2039,163244,163256,ORG,katholischen
2040,163261,163277,ORG,protestantischen
2041,163300,163307,LOC,Zürcher
2042,163300,163334,ORG,Zürcher ascetischen Gesellschafter
2043,163748,163762,EVENT,vom Tode Moses
2044,163757,163762,PER,Moses
2045,163772,163783,PER,Herr Stumpf
2046,163789,163808,PER,Wirzburger Künstler
2047,163823,163842,PER,Verleger des Werkes
2048,163789,163799,LOC,Wirzburger
2049,164538,164542,PER,R. f
2050,164612,164621,PER,vom Verf.
2051,164626,164639,MISC,Veterinarius.
2052,164626,164638,PER,Veterinarius
2053,164653,164661,LOC,Salzburg
2054,164666,164677,PER,J. J. Mayrs
2055,164666,164688,ORG,J. J. Mayrs sel. Erbiũ
2056,164824,164828,MISC,gege
2057,164952,164956,PER,Verf
2058,165187,165196,PER,Verfasser
2059,165795,165799,PER,Verf
2060,165949,165957,LOC,deutsche
2061,166064,166068,PER,T. 0
2062,166082,166218,MISC,"Statistische Abhandlung über die Mängel in der Regierungsverfassung der geistlichen Wahlstaaten, und von den Mitteln, solchen abzuhelfen"
2063,166247,166260,ORG,Nicolaus Doll
2064,166220,166228,LOC,Augsburg
2065,166247,166260,PER,Nicolaus Doll
2066,166262,166266,TIME,1787
2067,166334,166337,PER,Jos
2068,166339,166400,PER,"Edlen von Sartori, vormahligem fürstl. Ellwangischen Hofrath."
2069,166370,166377,ORG,fürstl.
2070,166378,166391,LOC,Ellwangischen
2071,166521,166534,PER,H. v. Dalberg
2072,166536,166585,PER,"dermahliger Coadjutor zu Mainz, Worms und Kostanz"
2073,166561,166566,LOC,Mainz
2074,166568,166573,LOC,Worms
2075,166578,166585,LOC,Kostanz
2076,166643,166674,MISC,Journal von und für Deutschland
2077,166643,166674,ORG,Journal von und für Deutschland
2078,166663,166674,LOC,Deutschland
2079,166886,166897,LOC,Deutschland
2080,167236,167248,PER,H. von Moser
2081,167358,167371,PER,H. v. Sartori
2082,167766,167774,PER,H. Verf.
2083,168128,168153,PER,vortrefflichen Verfassers
2084,168227,168239,PER,Herausgebers
2085,168055,168086,MISC,Journal von und für Deutschland
2086,168055,168086,ORG,Journal von und für Deutschland
2087,168075,168086,LOC,Deutschland
2088,168301,168308,PER,H. Doll
2089,168312,168320,LOC,Augsburg
2090,168640,168651,LOC,Deutschland
2091,168882,168892,MISC,25 Ducaten
2092,168991,169010,ORG,deutschen Akademien
2093,168991,169000,LOC,deutschen
2094,169326,169344,TIME,itzige Jahrhundert
2095,169502,169510,PER,Dalbergs
2096,169676,169680,PER,Verf
2097,170017,170024,MISC,Colibat
2098,169895,169902,PER,Verfas.
2099,170332,170341,LOC,römischen
2100,170332,170347,ORG,römischen Hofes
2101,170356,170364,ORG,Jesuiten
2102,170866,170874,ORG,Klöstern
2103,170897,170905,ORG,Prälaten
2104,171351,171355,PER,Verf
2105,171981,171984,ORG,Rom
2106,171981,171984,LOC,Rom
2107,172009,172013,PER,Verf
2108,172054,172057,ORG,Rom
2109,172188,172191,ORG,Rom
2110,172035,172048,TIME,in 280 Jahren
2111,172054,172057,LOC,Rom
2112,172188,172191,LOC,Rom
2113,172341,172354,PER,P. Beda Mayrs
2114,172356,172401,ORG,Benedictiners zum heil. Kreutze in Donauwerth
2115,172403,172511,MISC,"Predigten auf alle Sonn⸗ und Festtage des Jahres für gemeine Leute 1ster, der sämmtlichen Predigten 6ter Th."
2116,172391,172401,LOC,Donauwerth
2117,172512,172533,TIME,vom Advente bisOstern
2118,172550,172575,TIME,von Ostern bis zum Advent
2119,172596,172620,MISC,alle Festtage des Jahres
2120,172677,172683,LOC,Augsb.
2121,172688,172695,PER,Riegers
2122,172688,172702,ORG,Riegers Söhnen
2123,172704,172708,TIME,1787
2124,172871,172882,LOC,Deutschland
2125,172714,172729,MISC,alten Postillen
2126,172735,172747,MISC,Dormi Secure
2127,172758,172776,MISC,Prediger⸗Folianten
2128,172859,172882,ORG,katholische Deutschland
2129,172968,172977,LOC,deutscher
2130,172968,172986,ORG,deutscher Prediger
2131,173003,173016,LOC,Franzosischen
2132,173003,173016,MISC,Franzosischen
2133,173420,173432,PER,P. Beda Mayr
2134,173741,173754,ORG,Religion Jesu
2135,173750,173754,PER,Jesu
2136,173867,173873,PER,Gottes
2137,174043,174057,TIME,unserer Zeiten
2138,174111,174115,ORG,Volk
2139,174564,174570,MISC,Christ
2140,174617,174630,LOC,in der Kirche
2141,174624,174630,ORG,Kirche
2142,174681,174682,MISC,z
2143,174950,174954,PER,Gott
2144,175015,175019,PER,Gott
2145,175046,175061,ORG,Nichtkatholiken
2146,175170,175175,PER,Jesus
2147,175406,175414,ORG,Religion
2148,175489,175493,PER,Gott
2149,175498,175521,MISC,liebenswürdigsten Vater
2150,175498,175521,PER,liebenswürdigsten Vater
2151,175544,175548,PER,Gott
2152,175796,175802,MISC,Christ
2153,175982,175990,TIME,Sonntage
2154,176051,176054,PER,ich
2155,176018,176044,EVENT,Predigten auf die Festtage
2156,176036,176044,TIME,Festtage
2157,176425,176446,TIME,Fest des heil. Joseph
2158,176425,176446,EVENT,Fest des heil. Joseph
2159,176434,176438,PER,heil
2160,176440,176446,PER,Joseph
2161,176538,176562,TIME,Fest eines heil. eorgius
2162,176549,176562,PER,heil. eorgius
2163,176538,176562,EVENT,Fest eines heil. eorgius
2164,176564,176573,TIME,Frühlings
2165,176616,176656,TIME,Fest der heil. Apostel Philipp und Jacob
2166,176616,176656,EVENT,Fest der heil. Apostel Philipp und Jacob
2167,176625,176629,PER,heil
2168,176631,176646,PER,Apostel Philipp
2169,176651,176656,PER,Jacob
2170,176715,176748,TIME,Fest des heil. Johannes des Tauf.
2171,176715,176748,EVENT,Fest des heil. Johannes des Tauf.
2172,176724,176728,PER,heil
2173,176730,176748,PER,Johannes des Tauf.
2174,176833,176859,TIME,Fest der Heimsuchung Mariä
2175,176833,176859,EVENT,Fest der Heimsuchung Mariä
2176,176854,176859,PER,Mariä
2177,176876,176881,PER,Maria
2178,176967,176971,PER,Gott
2179,177027,177054,TIME,Fest des heil. Bartholomäus
2180,177027,177054,EVENT,Fest des heil. Bartholomäus
2181,177036,177040,PER,heil
2182,177042,177054,PER,Bartholomäus
2183,177155,177185,TIME,Fest des heil. Apostel Andreas
2184,177155,177185,EVENT,Fest des heil. Apostel Andreas
2185,177164,177168,PER,heil
2186,177170,177185,PER,Apostel Andreas
2187,177245,177253,ORG,Religion
2188,177331,177333,PER,Pr
2189,177335,177339,PER,Mayr
2190,177549,177553,PER,Verf
2191,177671,177686,MISC,Provinzialismen
2192,177696,177706,PER,H. P. Mayr
2193,177996,177999,PER,Rec
2194,178545,178548,PER,Wir
2195,178655,178699,ORG,in philosophischen und theologischen Schulen
2196,178836,178878,MISC,Drey Pfingstpredigten über das zweyte Cap.
2197,178883,178901,MISC,Apostelgeschichte.
2198,178906,178909,PER,Joh
2199,178911,178926,PER,Caspar Lavater.
2200,178927,178937,LOC,Winterthur
2201,178942,178969,ORG,"Heinr. Steiner, und Compag."
2202,178942,178956,PER,Heinr. Steiner
2203,178970,178974,TIME,1787
2204,179091,179105,PER,heiligen Geist
2205,179084,179106,MISC,an den heiligen Geist.
2206,179157,179201,EVENT,Begebenheit der Sendung des heiligen Geistes
2207,179185,179201,PER,heiligen Geistes
2208,179225,179244,PER,versammelten Jünger
2209,179185,179201,MISC,heiligen Geistes
2210,179215,179224,LOC,Jerusalem
2211,179238,179244,ORG,Jünger
2212,179396,179410,PER,heiligen Geist
2213,179396,179410,MISC,heiligen Geist
2214,179470,179491,TIME,am ersten Pfingsttage
2215,179451,179469,MISC,apostolischen Rede
2216,179516,179533,MISC,apostolische Rede
2217,179809,179817,ORG,Christen
2218,179779,179791,EVENT,Pfingstfeste
2219,179832,179846,MISC,Geistes Gottes
2220,179832,179846,PER,Geistes Gottes
2221,179882,179919,ORG,ersten apostolischen Christengemeinde
2222,179976,179989,ORG,apostolischen
2223,180052,180060,PER,Christus
2224,180296,180304,ORG,Christen
2225,180116,180127,MISC,Brodbrechen
2226,180116,180127,EVENT,Brodbrechen
2227,180155,180161,PER,Gottes
2228,180400,180408,PER,Lavaters
2229,180529,180532,PER,Rec
2230,180850,180854,PER,T. 5
2231,180882,180908,PER,bayerischen Cisterciensers
2232,180882,180893,LOC,bayerischen
2233,180882,180918,MISC,bayerischen Cisterciensers Nachricht
2234,180944,180952,LOC,Ebracher
2235,180944,180981,PER,Ebracher Pater Lector Bernardin Bauer
2236,181103,181121,PER,Christian Ehrlich.
2237,181103,181120,ORG,Christian Ehrlich
2238,181076,181089,LOC,Wahrheitoburg
2239,181135,181189,MISC,Eigene Apologie über den ersten Tom der neuen Dogmatik
2240,181321,181344,ORG,Abtey Ebrach in Franken
2241,181398,181428,TIME,d. 20. Dec. desselbigen Jahres
2242,181194,181209,PER,Bernardin Bauer
2243,181327,181344,LOC,Ebrach in Franken
2244,181345,181349,TIME,1786
2245,181354,181364,LOC,Wirzburger
2246,181410,181428,LOC,desselbigen Jahres
2247,181447,181471,PER,von dem Verfasser selbst
2248,181447,181471,MISC,von dem Verfasser selbst
2249,181483,181522,MISC,Anhange eines Wirzburgernen Manuscripts
2250,181497,181510,LOC,Wirzburgernen
2251,181579,181594,ORG,Christoph Fried
2252,181566,181574,LOC,Augoburg
2253,181579,181603,PER,Christoph Fried. Bürglen
2254,181596,181603,LOC,Bürglen
2255,181605,181609,TIME,1787
2256,181720,181756,MISC,bayerischen Cisterciensers Nachricht
2257,181720,181731,LOC,bayerischen
2258,181797,181813,ORG,Engelbert Engel.
2259,181797,181813,PER,Engelbert Engel.
2260,181782,181792,LOC,Engelstadt
2261,181814,181818,TIME,1787
2262,181978,181980,PER,Hn
2263,181982,182000,PER,P. Bernardin Bauer
2264,182009,182019,LOC,Wirzburger
2265,182009,182027,PER,Wirzburger Recens.
2266,182104,182106,PER,er
2267,182290,182298,PER,Verfass.
2268,182042,182048,PER,Hr. B.
2269,182076,182098,MISC,Cisterciensertheologie
2270,182195,182205,LOC,Regensburg
2271,182206,182210,TIME,1787
2272,182231,182262,MISC,Delineatio Theologiae universae
2273,182290,182298,MISC,Verfass.
2274,182303,182311,PER,W. G. A.
2275,182303,182311,MISC,W. G. A.
2276,182332,182361,PER,bayerische Cistercienser Nro.
2277,182332,182342,LOC,bayerische
2278,182343,182356,MISC,Cistercienser
2279,182415,182432,PER,Herren Wirzburger
2280,182422,182432,LOC,Wirzburger
2281,182442,182464,MISC,Cisterciensertheologie
2282,182517,182520,PER,Rec
2283,182661,182693,PER,seines fränkischen Ordensbruders
2284,182578,182604,PER,bayerischen Cisterciensers
2285,182578,182589,LOC,bayerischen
2286,182590,182604,MISC,Cisterciensers
2287,182636,182660,MISC,theologischen Grundsätze
2288,182661,182693,MISC,seines fränkischen Ordensbruders
2289,182668,182679,LOC,fränkischen
2290,182749,182760,PER,fränkischen
2291,182720,182744,PER,bayerische Cistercienser
2292,182720,182730,LOC,bayerische
2293,182749,182760,LOC,fränkischen
2294,182916,182918,PER,Hn
2295,182920,182924,PER,P. B
2296,182939,182947,PER,W. G. A.
2297,183010,183012,PER,er
2298,182939,182947,MISC,W. G. A.
2299,183021,183025,PER,Verf
2300,183124,183150,PER,bayerischen Cisterciensers
2301,183124,183135,LOC,bayerischen
2302,183124,183150,MISC,bayerischen Cisterciensers
2303,183152,183159,PER,Recens.
2304,183316,183319,PER,uns
2305,183351,183354,PER,ihm
2306,183359,183361,PER,HH
2307,183320,183324,PER,H. B
2308,183359,183361,MISC,HH
2309,183363,183373,PER,Wirzburger
2310,183407,183409,PER,er
2311,183363,183373,LOC,Wirzburger
2312,183428,183430,PER,Er
2313,183710,183718,ORG,Exjesuit
2314,183731,183740,PER,Verfasser
2315,183756,183759,PER,N —
2316,183772,183889,MISC,Statistische Abhandlung über die Mängel in der Regierungsverfassung u. s. w. Fortsetzung der statistischen Abhandlung
2317,183898,183901,PER,Jos
2318,183903,183920,PER,Edlen von Sartori
2319,183945,183954,MISC,im X. St.
2320,184046,184049,ORG,Rom
2321,184027,184040,TIME,in 280 Jahren
2322,184046,184049,LOC,Rom
2323,184174,184183,LOC,Rheinisch
2324,184243,184255,LOC,Deutschlands
2325,184256,184265,TIME,in 280 J.
2326,184383,184392,LOC,deutschen
2327,184378,184404,ORG,drey deutschen Nuntiaturen
2328,184437,184440,ORG,Rom
2329,184437,184440,LOC,Rom
2330,184494,184512,MISC,weltlichen Staaten
2331,184540,184544,PER,Verf
2332,184577,184589,PER,P. Zaccharia
2333,184593,184623,MISC,Antifebronio vindicato Diss. X
2334,184667,184678,PER,P. Zacharia
2335,184706,184720,PER,H. von Sartori
2336,185122,185126,PER,Verf
2337,185211,185217,LOC,Europa
2338,185377,185381,PER,Verf
2339,185410,185416,MISC,Türken
2340,185410,185416,ORG,Türken
2341,185418,185423,MISC,Juden
2342,185418,185423,ORG,Juden
2343,185425,185433,MISC,Griechen
2344,185425,185433,ORG,Griechen
2345,185438,185450,MISC,Protestanten
2346,185438,185450,ORG,Protestanten
2347,185463,185469,LOC,Europa
2348,185569,185580,MISC,Geistlicher
2349,185662,185686,ORG,katholischen Geistlichen
2350,185662,185686,MISC,katholischen Geistlichen
2351,185774,185783,PER,Verfasser
2352,185809,185829,LOC,in den Stiftsstaaten
2353,185899,185907,LOC,deutsche
2354,185899,185921,MISC,deutsche Reichsstifter
2355,186160,186175,PER,deren Verfasser
2356,186111,186138,MISC,Abhandlung über den Cölibat
2357,186176,186186,PER,H. Nicolai
2358,186306,186323,EVENT,Religionstrennung
2359,186446,186453,MISC,Stifter
2360,186458,186467,MISC,Bisthümer
2361,186520,186533,MISC,Nebenstiftern
2362,186572,186583,MISC,Hauptstifte
2363,186618,186634,TIME,in diesem Jahrh.
2364,186648,186656,MISC,Regenten
2365,186665,186672,MISC,Stifter
2366,186692,186699,LOC,Münster
2367,186715,186722,LOC,Bamberg
2368,186736,186745,LOC,Ellwangen
2369,186759,186769,LOC,Freysingen
2370,186783,186793,LOC,Regenoburg
2371,186807,186812,LOC,Worms
2372,186891,186918,MISC,Pluralität der Dompräbenden
2373,186950,186958,MISC,Stiftern
2374,186980,186988,MISC,Regenten
2375,187091,187097,MISC,Regent
2376,187141,187147,MISC,Stifts
2377,187296,187298,PER,er
2378,187429,187431,PER,er
2379,187432,187443,ORG,zum Bisthum
2380,187469,187476,ORG,Bisthum
2381,187208,187215,TIME,jetzige
2382,187199,187235,PER,berühmte jetzige Coadjutor von Mainz
2383,187230,187235,LOC,Mainz
2384,187303,187336,ORG,Coadjutorie des Bisthums Konstanz
2385,187328,187336,LOC,Konstanz
2386,187436,187443,MISC,Bisthum
2387,187469,187476,MISC,Bisthum
2388,187555,187576,MISC,politischen Zeitungen
2389,187720,187728,PER,Willigis
2390,187730,187736,PER,Paulin
2391,187758,187768,LOC,Regensburg
2392,187641,187650,ORG,Pluralist
2393,187676,187681,ORG,Prinz
2394,187720,187728,ORG,Willigis
2395,187730,187736,ORG,Paulin
2396,187747,187753,ORG,Fugger
2397,187747,187768,PER,Fugger von Regensburg
2398,188003,188012,ORG,Bisthümer
2399,188052,188065,MISC,Proädrieluxus
2400,188081,188089,MISC,Hofstaat
2401,188232,188233,PER,V
2402,188375,188406,ORG,adeliche Garde von Domicellaren
2403,188515,188529,ORG,Ministerschule
2404,188538,188543,ORG,Staat
2405,188666,188674,ORG,Regenten
2406,188711,188715,MISC,J. 3
2407,188721,188744,MISC,Statuten der Domcapitel
2408,188849,188877,EVENT,beym Tode des Stiftsregenten
2409,188863,188877,PER,Stiftsregenten
2410,188926,188935,ORG,Domherren
2411,189434,189441,ORG,Klöster
2412,189447,189459,ORG,Ritterschaft
2413,190151,190160,ORG,Regierung
2414,190220,190243,ORG,geistlichen Wahlstaaten
2415,190321,190327,ORG,Regent
2416,190651,190674,LOC,geistlichen Wahlstaaten
2417,190711,190720,PER,Verfasser
2418,191219,191226,PER,Verfas.
2419,191265,191267,PER,er
2420,191326,191329,PER,ich
2421,191858,191879,ORG,Diocesen der Bischöfe
2422,191915,191937,LOC,weltliches Territorium
2423,191967,191989,LOC,Länder anderer Fürsten
2424,191982,191989,ORG,Fürsten
2425,192063,192090,MISC,Residen zstadt des Bischofs
2426,192063,192090,LOC,Residen zstadt des Bischofs
2427,192079,192090,PER,es Bischofs
2428,192425,192451,LOC,Residenzstadt des Bischofs
2429,192159,192172,MISC,zu den Weihen
2430,192159,192172,EVENT,zu den Weihen
2431,192178,192203,MISC,Prüfung pro cura animarum
2432,192443,192451,ORG,Bischofs
2433,192678,192683,MISC,Ablaß
2434,192694,192709,LOC,Kathedralkirche
2435,192889,192906,ORG,geistlichen Staat
2436,192947,192962,ORG,Disspensationen
2437,192968,192978,ORG,Facultäten
2438,192989,192999,LOC,Freysingen
2439,193065,193122,MISC,Ducaten Facultatem absoluendi casibus episcopo reseruatis
2440,193246,193276,ORG,Unterthanen weltlicher Fürsten
2441,193281,193290,ORG,Bischöfen
2442,193334,193344,LOC,Freysingen
2443,193372,193382,ORG,Beneficium
2444,193389,193395,ORG,Pfarre
2445,193407,193414,ORG,Kloster
2446,193426,193433,ORG,Diocese
2447,193506,193513,ORG,Pfarrer
2448,193519,193531,ORG,Beneficiaten
2449,193537,193583,MISC,"Confirmationen, und Benedictionen der Prälaten"
2450,193703,193704,PER,V
2451,193751,193778,ORG,aus den geistlichen Staaten
2452,193809,193818,ORG,Bisthümer
2453,193850,193859,ORG,Präbenden
2454,193876,193889,ORG,Freypräbenden
2455,193982,194003,ORG,verstorbenen Regenten
2456,194033,194035,PER,Er
2457,194101,194119,ORG,geistlichen Staate
2458,194192,194215,ORG,alle geistliche Staaten
2459,194362,194371,ORG,Domherren
2460,194402,194410,ORG,Regenten
2461,194462,194479,ORG,weltliche Staaten
2462,194536,194545,ORG,Domherren
2463,194607,194626,ORG,geistlichen Staaten
2464,194677,194691,TIME,Residenziahres
2465,194701,194715,TIME,Domicellariats
2466,194749,194767,ORG,geistlichen Staate
2467,194854,194873,ORG,bischöfliche Kammer
2468,194886,194896,ORG,Domcapitel
2469,194982,195016,LOC,aus den Ländern weltlicher Fürsten
2470,195054,195073,ORG,geistlichen Staaten
2471,195154,195158,PER,Verf
2472,195200,195221,ORG,geistlilichen Staaten
2473,195304,195321,TIME,von 1700 bis 1780
2474,195397,195400,PER,Jch
2475,195422,195425,PER,ich
2476,195477,195480,PER,ich
2477,195501,195514,PER,vom Verfasser
2478,195581,195584,PER,ich
2479,195648,195652,PER,Verf
2480,195684,195692,LOC,Salzburg
2481,195913,195921,LOC,Salzburg
2482,196089,196115,MISC,Salzb. Jntelligenzblättern
2483,196089,196095,LOC,Salzb.
2484,196120,196124,TIME,1785
2485,196598,196606,LOC,Salzburg
2486,196608,196621,LOC,Berchtesgaden
2487,196626,196636,LOC,Freysingen
2488,196667,196676,LOC,Lombardie
2489,196686,196697,LOC,Niederlande
2490,196841,196868,ORG,Stifte Augsburg und Kostanz
2491,196848,196856,LOC,Augsburg
2492,196861,196868,LOC,Kostanz
2493,196906,196922,MISC,Reichsprälaturen
2494,197096,197112,PER,Chr. Wilh. Wehrn
2495,197135,197141,LOC,Erfurt
2496,197153,197172,ORG,Carl Wilh. Ettinger
2497,197143,197148,LOC,Gotha
2498,197153,197172,PER,Carl Wilh. Ettinger
2499,197174,197178,TIME,1788
2500,197416,197425,PER,Verfasser
2501,197538,197540,PER,er
2502,197692,197693,PER,V
2503,197877,197879,PER,er
2504,198026,198037,ORG,Geistlichen
2505,198504,198508,PER,Gott
2506,198730,198740,MISC,Evangelien
2507,198746,198754,MISC,Episteln
2508,198931,198941,EVENT,Aufklärung
2509,199022,199033,ORG,christliche
2510,199299,199303,PER,Verf
2511,199403,199405,PER,Er
2512,199547,199564,TIME,unsers Zeitalters
2513,199726,199729,PER,Rec
2514,199740,199747,PER,Verfas.
2515,199752,199783,MISC,Nothwendigkeit der Todesstrafen
2516,199795,199797,PER,er
2517,199898,199903,ORG,Staat
2518,200242,200248,ORG,Staats
2519,200703,200714,MISC,Todesstrafe
2520,200872,200874,PER,er
2521,200864,200865,PER,V
2522,200987,201028,MISC,Zucht⸗ und andere offentliche Strafhäuser
2523,201218,201222,PER,Verf
2524,201462,201470,PER,Carls V.
2525,201540,201541,PER,V
2526,201603,201605,PER,Er
2527,201709,201712,PER,Rec
2528,201738,201742,PER,Verf
2529,202100,202108,PER,J. Leigh
2530,202100,202291,MISC,"J. Leigh, d. A. D. erfahrungsmäßige Untersuchung der Eigenschaften des Opiums, und seiner Wirkungen bey lebendigen Geschöpfen, mit Bemerkungen über die Zubereitung, und den Gebrauch desselben"
2531,202307,202312,LOC,Leipz
2532,202318,202324,PER,Junius
2533,202318,202324,ORG,Junius
2534,202325,202329,TIME,1787
2535,202403,202415,LOC,in Edinburgh
2536,202377,202386,PER,Verfasser
2537,202387,202402,TIME,vor zwey Jahren
2538,202450,202452,PER,er
2539,202596,202603,PER,Linnäus
2540,202521,202538,MISC,von dem Mohnsafte
2541,202587,202603,MISC,Mohn des Linnäus
2542,202605,202628,MISC,Papaver somniferum inn.
2543,202673,202687,MISC,schwarzen Mohn
2544,202698,202703,MISC,Opium
2545,202721,202727,MISC,weißen
2546,202893,202924,MISC,gegründeten Entdeckung Alston's
2547,202916,202924,PER,Alston's
2548,203043,203048,MISC,Opium
2549,203087,203096,MISC,Mohnkopfe
2550,203159,203164,MISC,Opium
2551,203490,203494,PER,Verf
2552,203535,203559,MISC,Bestandtheile des Opiums
2553,203681,203686,MISC,Opium
2554,203955,203961,MISC,Opiums
2555,204045,204064,MISC,Daseyn eines Salzes
2556,204119,204125,MISC,Zucker
2557,204293,204298,MISC,Opium
2558,204326,204330,PER,Verf
2559,204397,204402,MISC,Opium
2560,204481,204498,MISC,gemeinen Mohnsaft
2561,204549,204558,MISC,Weingeist
2562,204586,204595,TIME,vier Tage
2563,204822,204827,MISC,Opium
2564,204998,205002,PER,Verf
2565,205034,205039,MISC,Opium
2566,205106,205124,MISC,thebaische Tinctur
2567,205134,205145,LOC,Edinburgher
2568,205134,205159,MISC,EdinburgherApothekerbuche
2569,205203,205225,MISC,Seifenpillen mit Opium
2570,205317,205319,PER,er
2571,205282,205308,MISC,Storarpillen mit Mohnsafte
2572,205358,205376,MISC,Scordium mit Opium
2573,205470,205472,PER,er
2574,205446,205461,MISC,Bernsteinpulver
2575,205512,205518,PER,Paulin
2576,205512,205535,MISC,Paulinischen Confection
2577,205585,205590,MISC,Opium
2578,205596,205605,MISC,Philonium
2579,205611,205620,MISC,Mithridat
2580,205630,205637,MISC,Theriak
2581,205782,205798,MISC,Apothekerbüchern
2582,205860,205862,PER,er
2583,205819,205824,PER,Bates
2584,205819,205849,MISC,Bates schmerzstillenden Balsam
2585,205951,205979,MISC,Brustkügelchen mit Mohnsafte
2586,206078,206082,PER,Verf
2587,206111,206117,MISC,Opiums
2588,206141,206149,MISC,Mohnsaft
2589,206167,206178,MISC,Süßholzsaft
2590,206233,206241,MISC,Mohnsaft
2591,206275,206288,MISC,Läkrizensafts
2592,206363,206369,MISC,Opiums
2593,206432,206436,PER,Verf
2594,206446,206451,MISC,Opium
2595,206519,206528,MISC,Mohnsafte
2596,206746,206763,MISC,kaustische Mittel
2597,206774,206779,MISC,Opium
2598,206825,206835,MISC,Magensäfte
2599,206840,206858,MISC,harzige Substanzen
2600,207017,207023,MISC,Opiums
2601,207161,207170,MISC,Mohnsafts
2602,207274,207280,MISC,Opiums
2603,207284,207291,MISC,Fiebern
2604,207297,207303,MISC,Pocken
2605,207309,207327,MISC,Lungenschwindsucht
2606,207333,207337,MISC,Ruhr
2607,207343,207348,MISC,Kolil
2608,207354,207362,MISC,Miserere
2609,207368,207381,MISC,Todtenkrampfe
2610,207387,207397,MISC,Lustseuche
2611,207402,207418,MISC,Augenkrankheiten
2612,207606,207618,PER,Aitter N. N.
2613,207666,207674,LOC,Salzburg
2614,207676,207680,TIME,1787
2615,207706,207717,PER,Verfassers.
2616,207734,207746,PER,Hrn. Ritters
2617,207779,207789,EVENT,Aufklärung
2618,207866,207868,PER,Hn
2619,207870,207877,PER,Ritters
2620,207911,207921,EVENT,Aufklärung
2621,208072,208073,PER,V
2622,208253,208261,MISC,Publicum
2623,208466,208470,MISC,Korn
2624,208472,208479,MISC,Weitzen
2625,208548,208563,MISC,Schlangenbalges
2626,208639,208649,MISC,Ungeziefer
2627,208727,208740,MISC,Schlangenbalg
2628,208887,208891,PER,Verf
2629,209126,209128,PER,er
2630,209163,209165,PER,er
2631,209235,209237,PER,Er
2632,209348,209359,MISC,Ochsenhorne
2633,209371,209380,MISC,Schlangen
2634,209398,209413,MISC,tollen Hundsbiß
2635,209449,209456,MISC,Angelit
2636,209658,209668,MISC,Lorberbaum
2637,209677,209686,MISC,Hauswurze
2638,209695,209698,PER,Wir
2639,209715,209724,PER,H. Ritter
2640,209729,209737,MISC,Publicum
2641,209817,209823,PER,I. .r.
2642,209855,209860,TIME,Wiens
2643,209855,209906,MISC,Wiens gegenwärtiger Zustand unter Josephs Regierung
2644,209855,209860,LOC,Wiens
2645,209889,209896,PER,Josephs
2646,209889,209906,ORG,Josephs Regierung
2647,209984,209992,ORG,Wucherer
2648,209974,209978,LOC,Wien
2649,209984,209992,PER,Wucherer
2650,209994,209998,TIME,1787
2651,210105,210130,ORG,osterreichischen Erblande
2652,210146,210155,PER,Verfasser
2653,210000,210013,PER,Herr de Lucca
2654,210105,210130,LOC,osterreichischen Erblande
2655,210146,210169,MISC,Verfasser dieses Buches
2656,210233,210237,PER,Verf
2657,210311,210353,MISC,tabellarisches Häuserverzeichniß der Stadt
2658,210364,210373,LOC,Vorstädte
2659,210378,210390,TIME,Decemb. 1786
2660,210593,210604,MISC,Buch selbst
2661,210847,210856,ORG,Alademien
2662,210872,210892,ORG,der bildenden Künste
2663,210898,210923,ORG,medicinisch⸗ chirurgische
2664,210929,210942,ORG,orientalische
2665,210948,210968,LOC,Vorstadt Alstergasse
2666,210986,210995,ORG,Apotheken
2667,211008,211021,ORG,Armeninstitut
2668,211089,211095,ORG,Bäcker
2669,211110,211121,ORG,Stadt⸗Banco
2670,211158,211179,ORG,Bürgerliche Barbierer
2671,211199,211208,LOC,Belvedere
2672,211221,211237,ORG,K. Bildergalerie
2673,211250,211257,TIME,Mondtag
2674,211259,211268,TIME,Mittwoche
2675,211273,211280,TIME,Freytag
2676,211360,211380,LOC,im Universitätshause
2677,211394,211428,ORG,medicinisch⸗chirurgischen Akademie
