,document_id,text
3356,3357,"er folgt der religiosen Täuschung, irret selbst, und verleitet andere zu Fehlern."
3357,3358,4
3358,3359,)
3359,3360,Der V. scheint aber seinem Systeme von der allgemeinen Blindheit und Bosheit der Vernunft nicht getreu zu bleiben.
3360,3361,"S. 414. S. 29 findet er eine ganz neue Quelle, aus der Jrrthum und Sünde der Menschen fließen soll."
3361,3362,"Er bindet dem armen Teufel jede Versuchung auf, von der wir zum Fehlen verleitet werden."
3362,3363,Wir wollen den V. selbst hören.
3363,3364,"Tentatio mala vel a Diabolo prouenit, quod ille per semetipsum"
3364,3365,"nos allicit ad peccandum, vel quando per nosmetipsos agre ditur carnis tentatione:"
3365,3366,vel cum homines reprobos et creaturas extra nos positas tentatione mundi nos ad walum sollioitat.
3366,3367,Dafür soll der h. Thomas Bürge stehen Il. dist.
3367,3368,21.
3368,3369,q. 1 Art.
3369,3370,"1. Tentatio subuersionis mala, qua de nostra ĩustitia molitur nos deturbare Sathanas, 1) cot1220 est interim tamen 2 tentatori limites a Deo positi sunt: ipsa vero tentatio 3)"
3370,3371,"potissimum occulte ponitur, et contra iustos maxime."
3371,3372,30.
3372,3373,"Warum man dem Teufel eine beynahe unbedingte Gewalt über Christen einräumt, ist ganz sonderbar, und die Folgen dieser Lehre verdienen unsre Ausmerksamkeit."
3373,3374,"Wenn man einmahl an nimmt, daß a) der Teufel unser rastloser Feind ist, den Seeräubern von Tunis und Tripolis ganz ähnlich, die jedes fremde Schiff ausbeuten, b) daß er seine Freude im Bösesthun, und Menschenverführen suchet, c) daß er ganz versteckt und durch Schleichwege den Menschen anfällt, und vorzüglich den Rechtschaffnen, den Tugendhaften: dann ist der Lehrer der Moral aller weitern Arbeit überhoben, seinen Schülern das Studium ihres Herzens, die Selbstprüfung, die Aufmerksamkeit auf die Einwirkungen der äußern Gegenstände u. s. w. zu empfehlen."
3374,3375,"Denn ist die Sünde das Resultat der Satansverführung, die beständig anhält, und meisten Theils ganz verborgen ihr Gift in unsere Herzen ausgießt;"
3375,3376,"warum soll man sich die Sünde aus der Uibereilung, aus der Macht der sinnlichen Vorstellungen, aus der Täuschung unsrer Sinne, aus dem durch Beyspiele, Erziehung, Selbstgenuß verstärkten Hange zu sinnlichen Vergnügungen, aus dem Mißbrauche, Nichtbrauche der eigenen Seelenkräfte erklären?"
3376,3377,"Muß nicht selbst die Tugend und Rechtschaffenheit dem redlichen Manne verdächtig werden, weil sie ihn den größern und mannigfaltigern Anfällen des Teufels aussetzen soll?"
3377,3378,"Fürwahr! eine Belohnung, die der Tugend ganz unwürdig ist."
3378,3379,"Man denkt sich den Christen und den Teufel in einem täglichen Zweykampfe, und man läßt sie mit ganz ungleichen Kräften streiten."
3379,3380,"Es soll der Teufel ein geübter, schlauer, scharfsichtiger Kämpfer seyn;"
3380,3381,"der Mensch hingegen durch die Erbsünde ganz gelähmt, von Natur aus zum Bosen geneigt, und am Verstande äußerst arm."
3381,3382,"Kann, will der Menschen Allvater, der wesentlich Gütige diesen Zweykampf erlauben?"
3382,3383,— Rec.
3383,3384,"ist weit davon entfernet, die Frage zu entscheiden, ob der Teufel wirklich die Menschen versuche, und verführe?"
3384,3385,"Aber so viel ist ihm gewiß, daß vom Teufel nicht so viel physisches und moralisches Uibel herrühre, als man insgemein vorgiebt; und daß seine Macht über Christen nicht so unbedingt groß ist, alo man sie macht."
3385,3386,"Diese Lehre von Satans Gewalt über die Menschen hindert uns in dem Genusse der Seligkeit hienieden, und erfüllet die Herzen mit schädlichen Schreckenbildern."
3386,3387,"Niemahls wird der Christ sich mit einem ruhigen und vertrauensvollen Blick zum Throne des Allvaters, der im Himmel ist, aufschwingen, der alle Tage mit der Hölle zu kämpfen glaubt."
3387,3388,"Der Theolog erweitert Satans Reich, so oft er ihm eine erträumte Gewalt zugiebt, und es gilt gleich viel, um die Ruhe der Menschen zu storen, ob man ihnen das Daseyn eines wahren, oder erdichteten Feindes verkündiget."
3388,3389,"Es scheint, der Glaube an Satans großen Einfluß auf unser Leben sey bloß von der Mißdeutung einiger Bibelstellen, und aus dem Mangel der Selbst⸗und Menschenkenntniß herzuleiten."
3389,3390,"Der Religionslehrer, der nicht im Stande ist, die Quellen der moralischen Fehler, und anderer so mancher großen Unglücksfälle zu entdecken; und der Jrrende, der seine Abweichungen von dem Wege der Tugend gerne zu entschuldigen, und sich schuldlos zu machen wünschet, schreibt jede Sünde auf die Rechnung des Teufels, der sich niemahls gegen die Anschuldigungen der Menschen rechtfertigen kann."
3390,3391,"Und si glaubt der Religionslehrer und der Sünder die wahre Quelle der mannigfaltigsten Verirrungen entdecket zu haben, ohne sich in die weitläufigen Untersuchungen, und in das Studium des eignen Herzens und der Triebfedern, durch die es in Bewegung gesetzt wird, einzulassen."
3391,3392,Die Folge davon ist sehr bedauernswürdig.
3392,3393,"Denn, indem man bey solchen mangelhaften Vorstellungen auf die wahren Quellen des Uibels noch nicht gelommen ist;"
3393,3394,indem man den Sitz der Krankheit (und was ist der elende Gemüthozustand des Bösewichts anders als Seelenkrankheit!)
3394,3395,nicht kenut;
3395,3396,bleiben nothwendig auch die wahren Mittel gegen die Krankheit verborgen;
3396,3397,"man sucht sie meisten Theils außer uns auf, und zeiget solche an, die unzureichend sind, den Menschen gegen seine eignen Schwachheiten zu schützen, und seine moralische Besserung und die Veredlung der Herzens zu bewirken."
3397,3398,5)
3398,3399,Den Zustand des ersten Menschenpaars vor und nach der Sünde schildert der Verf.
3399,3400,"ganz arbiträr, wegen der Allgemeinheit, und Unbestimmtheit der Ausdrücke ideenlos, und manchmahl auch irrig."
3400,3401,"Z. B. was will S. 74 der Satz: intellectus diuino lumine plenus, bonum et malum distincte cognouit, sagen?"
3401,3402,Jst dieser Satz nicht ganz willkührlich?
3402,3403,"Wenn die zwey ersten Menschen schon vor dem Genusse der verbothenen Frucht den deutlichen Unterschied zwischen dem Guten und Bosen machen konnten, warum sagt denn Moses, daß Adam erst nach dem Genusse der Frucht das Gute und Böse kennen gelernet habe?"
3403,3404,Aperti sunt oculi amborum;
3404,3405,"— ecce Adam, quasi unus ex nobis factus est, sciens bonum et malum."
3405,3406,Gen.
3406,3407,3. V. 7. und 22.
3407,3408,Wie will uns der Verf.
3408,3409,"eben da, den intellectum immunem ab errandi periculo begreiflich machen?"
3409,3410,Waren die Seelenkräfte der ersten Menschen vor der Sünde nicht eingeschränkt?
3410,3411,Waren sie bey dem Eintritte in die Welt nicht ohne alle Erfahrung?
3411,3412,"Aus der Eingeschränktheit des Verstandes, und aus dem Mangel der Erfahrung folgt ja augenscheinlich die Gefahr zu irren."
3412,3413,Es war also das erste Menschenpaar dieser Gefahr auch vor der ersten Sünde ausgesetzt.
3413,3414,"Der V. soll uns erklären, durch welche Veranlassungen die Eva zur sündhaften Eitelkeit auch schon vor dem Genusse der verbothenen Frucht, wie er Seite 80 sagt, sey verleitet worden, ungeachtet ihres guten und unverdorbenen Willens, wodurch sie sich von ihrem Gott schon soll entfernet haben."
3414,3415,"Propter praeclara a conditore Deo accepta naturae, gratiaeque dona in semetipsis sibi complacuerunt Protoparentes nostri."
3415,3416,"Et mulier quidem per huiusmodi superbiam a Deo iam alienata (warum das Weib allein, und nicht auch der Mann?)"
3416,3417,primum serpentis tentationi aures
3417,3418,praebuit.
3418,3419,"War dieß ein Fehler ihres Verstandes, oder des Willens?"
3419,3420,"Aberihr Verstand soll ja unfehlbar,immunis ab errandi periculo) und ihr Willen zum Guten geneigt gewesen seyn;"
3420,3421,(voluntas recta in malum nullatenus inelinata)
3421,3422,hat sie vielleicht der arme Teufel schon zu dieser angeblichen Eitelkeit verführt?
3422,3423,"War das Wohlgefallen, das aus dem Bewußtseyn der schönen Eigenschaften entstund, mit denen sie der Schopfer zierte, auch schon Sünde?"
3423,3424,"Wo sind die Gründe, aus denen man dieß sündhaft gewesen seyn sollende Wohlgefallen beweisen kann?"
3424,3425,"Mehr solche Ungereimtheiten, und Verirrungen folgen S. 81."
3425,3426,"Durch die Sünde soll Adam die Herrschaft über die Thiere und andere Geschöpfe verloren haben, die der Mensch doch noch besitzt, und ausübet."
3426,3427,"Durch die erste Sünde soll er opus iam moraliter vix non destructum, mancipium fere creaturarum inobedientiam eius castigantium geworden seyn."
3427,3428,Dieß heißt viel und dreist gesprochen!
3428,3429,aber die Beweise davon ist der Verf.
3429,3430,dem gelehrten Publicum noch schuldig.
3430,3431,Der erste Fall machte den Adam ohne Zweifel zum Sünder;
3431,3432,"aber noch nicht zu einem Lasterhaften, zu einem beynahe ganz Verdorbnen (opus moraliter vix non destructum)."
3432,3433,"Man weiß ja doch, welcher Unterschied zwischen Sünde und Laster liegt."
3433,3434,Endlich findet der Verf.
3434,3435,die erste Sünde Adams nach der überspannten Amplisication des h. Augustins Ench.
3435,3436,c. 45 siebenfach;
3436,3437,"sie ist ihm nicht weniger, als eine Sünde der Hoffart, des Gottesraubes, des Todtschlages, der geistlichen Hurerey, des Diebstahls, des Geitzes re.;"
3437,3438,dieß heißt nun freylich die Sünde geometrisch ausmessen!
3438,3439,6) S. 205.
3439,3440,S. 13. erklärt der Verf.
3440,3441,"das scrupulose Gewissen mit folgenden Worten: (conscientia, seruDruck sehler: Nr. XV."
3441,3442,S. i2o in der 1. Zelle des angei.
3442,3443,Gedich
3443,3444,pulosa
3444,3445,ex
3445,3446,causis vanis morum legem adesse fingit.
3446,3447,Diese Ursachen bestimmt er Seite 206.
3447,3448,I.
3448,3449,"causas nosse iuuat scrupulorum, qui aliquando 2 Deo sunt ordinati, vt probetur homo virtutis studiosus,"
3449,3450,aut puniatur salutis
3450,3451,incurius.
3451,3452,Aliquando ab hoste maligno originem
3452,3453,"habent id genus anxietates, ut turbata animi tranquillitate ad bonum ineptus fiat, qui sic tentatur."
3453,3454,Es scheint der Verf.
3454,3455,"wolle die Gewissensanliegen und die Fehler des von leeren Phantomen niedergeschreckten Verstandes bloß nach dem Systeme der am Geiste armen Novizenmeister bestimmen, die allzeit ihre Zuflucht zu den Versuchungen des Teufels, oder zu den Prüfungen, und Zulassungen Gottes nehmen, so oft sie die Zweifel, die Beäugstigungen, die Dämmerung des Vernunftlichtes ihrer Zoglinge berichtigen, und die Grundursachen der Fehler angeben sollen."
3455,3456,"Es ist dieß allerdings die Sprache der alten Gewissensräthe, die bloß die Kunst besitzen, dem Büßenden das Geständniß seiner Sünden der Zahl und Gattung nach abzulocken;"
3456,3457,"die aber die nothwendige Kenntniß nicht haben, auf die Quellen und Triebfedern der Verirrung nachzuforschen, durch die der Mensch zum Bösen verleitet, und von diesem zur Tugend zurück geführt wird."
3457,3458,"Man hat noch niemahls zureichende Gründe angeben können, daß Gott den Menschen der Prüfung wegen zum Thoren mache (und was ist der Scrupulant anders?);"
3458,3459,"oder daß eine Bezauberung des Teufels nothwendig sey, ängstliche, unerfahrne, kurzsichtige Menschen zu berücken."
3459,3460,"Man kann in diese Blätter unmoglich alles aufnehmen, was der V. Unbestimmtes, Undeutliches, Mangelhaftes in seinem Buche sagt."
3460,3461,Rec. hätte noch manches wegen übelgewählter Stellen aus der h. Schrift und den Vätern zu erinnern
3461,3462,u. s.
3462,3463,w.
3463,3464,"Es läßt sich indessen schon aus dem, was bereits gesagt worden ist, über den Werth und Unwerth des Buches urtheilen."
3464,3465,"Wo liegen doch die Grundursachen, daß man die Wünsche der Menschheit so lange nicht erhört, und das Jnteresse der Tugend, der Religion, des Staates durch zweckmäßigere Bücher, die über den practischen Theil der Religionslehre geschrieben werden, nicht zu befordern sucht?"
3465,3466,Noch immer verunstalten unsere Moralisten die göttlich schöne Sittenlehre der Philosophie und des Evangeliums;
3466,3467,"sie halten die wärmsten und jedes Herz bezwingenden Wahrheiten der Jesuslehre unter dem Schuldruck der unbestimmtesten, wankenden, und barbarischen Lehrformeln gefangen."
3467,3468,"Möchten sie doch bald durch die Befehle derer befreyet werden, die uns Gott zu Hirten und Lehrern gegeben hat!!!"
3468,3469,F. Sch.
3469,3470,"ts, die Trennung, lese man, der bängste, anstatt, der längste."
3470,3471,Philosophie.
3471,3472,Sammlung verschiedener Abhandlungen über einige vorzügliche Gegenstände der Weltweisheit aus den Schriften der besten Philosophen.
3472,3473,Uibersetzt von J. M. Weisseger.
3473,3474,Erster Band.
3474,3475,Wien in der Sonleithn.
3475,3476,Handl.
3476,3477,325 Seiten.
3477,3478,8.
3478,3479,"Die Absicht dieser Sammlung ist, laut der Vorrede, den Mangel zu ersetzen, welchen ein angehender Philosoph fühlen muß, der gern einen Locke, Hume, Alembert, Condillac, Bonnet und dergl."
3479,3480,lesen möchte;
3480,3481,aber nicht die nothwendige Sprachkenntniß besitzt.
3481,3482,"Die Sammlung beainnt mit des Herrn von Alembert Elementen zur Philosophie, und enthält die Abhandlungen von den Anfangogründen der Logik, Metaphysik, Moral, philosophischer Sprachlehre, Algeber, Geometrie, Mechanik, Astronomie, Optik, Hydrostatik, Hydraulik, und Generalphysik."
3482,3483,"Man findet in dieser sehr nützlichen Schrift überall Spuren des wahren philosophischen Geistes, der in verborgene Wahrheiten eindringt, einige wenige unrichtige Sätze ausgenommen, die zum Nutzen der Leser hier angemerket werden."
3483,3484,"Auf der 34. Seite wird gesagt: die Metaphysik bezieht sich auf den Geist, die Naturlehre auf die Materie."
3484,3485,"Auch die Metaphysik bezieht sich auf die Materie, in so weit sie sich mit der deutlichen Entwickelung der allgemeinsten Begriffe eines Dinges überhaupt, in dessen Bezirk alles Mögliche, folglich auch die Materie gehört, beschäftiget."
3485,3486,"Die Logik ist die Kunst zu räsonniren, stehet auf der 48. Seite."
3486,3487,Diese Erklärung ist mangelhaft;
3487,3488,denn Schlüsse machen ist die dritte Wirkung des Verstandes;
3488,3489,"auch die zwey ersten Wirkungen desselben die Begriffe, und Urtheile sind in dem Gebiethe der Vernunftlehre, die sich überdieß noch mit den Quellen und Merkmahlen der Wahrheit beschäftiget."
3489,3490,"Der Weise räumt ein, daß die Thierseele wie die Seele des Menschen in Ansehung ihrer Geistigkeit von gleicher Natur sey (S. 88);"
3490,3491,"zu gleicher Zeit aber gesteht er auch ein, der Unterschied zwischen der thierischen, und menschlichen Seele in Betreffe ihrer Unsterblichkeit beruhe einzig darauf, daß Gott gewollt habe, die thierische Seele sollte mit dem Körper vergehen, und im Gegentheile die des Menschen ewig bestehen (89. Seite)."
3491,3492,"Obgleich die Thiere, wie Descartes dafür hielt, keine bloße Automate, oder Maschinen sind;"
3492,3493,so sind sie doch des ganzen oberen Erkenntniß⸗und Begehrungsvermogens beraubt:
3493,3494,"folglich ist zwischen ihrer, und unsrer Seele ein wesentlicher Unterschied."
3494,3495,"Der Weise räumt also nicht ein, daß ihre und unsre Seele in Ansehung ihrer Geistigkeit von gleicher Natur sey;"
3495,3496,"denn die Seele der Thiere ist zwar ein einfaches, unmaterielles, aber kein gleich geistiges Wesen."
3496,3497,"Der Philosoph weiß daher den Unterschied zwischen der thierischen, und menschlichen Seele in Betreffe ihrer Unsterblichkeit anzugeben, ohne in die Sacristey zu gehen, und zu dem Willen Gottes seine Zuflucht zu nehmen."
3497,3498,"Er sagt, die thierische Seele werde nach ihrer Trennung vom Leibe vernichtet, weil ihre Denkungskraft wesentlich von den Empfindungswerkzeugen abhängt;"
3498,3499,"die menschliche Seele hingegen kann auch getrennt vom Leibe, und den Enpfindungswerkzeugen ihre Denkungskraft ausüben, und den Endzweck ihres Daseyns erfüllen;"
3499,3500,"weil sie sich allgemeine, abgezogene Begriffe vorstellen kann, gleichwie sich Gott ohne einen Körper zu haben, die dentlichsten Begriffe aller möglichen und wirklichen Dinge vorstellt."
3500,3501,"Man würde unrecht thun, zu behaupten, daß man die Gesetze aufheben müßte, wenn wir nicht frey wären."
3501,3502,"Wären wir auch in ünsern Handlungen einer höhern, und nothwendigeren Macht unterworfen, so würden doch die Gesetze, und Strafen dem physischen Wohl der Gesellschaft als ein wirksames Mittel nützen (Seite 97.)."
3502,3503,"Dieses heißt eben so viel, als wenn man sagen wollte: ob wir gleich nothwendig sterben müssen, so würde doch das Gesetz, das den Bürgern das Sterben untersagte, der Gesellschaft nützlich seyn."
3503,3504,"Welche ungerechter Weise jemanden das Leben rauben, die sollten mit dem Tode;"
3504,3505,"und welche die offentliche Auhe verletzen, die sollten mit der Landesverweisung bestrafet werden (S. 121)."
3505,3506,"Herr Marquis Beccaria, und Herr von Sonnenfels haben uns schon vom Gegentheile äberzeuget."
3506,3507,"Ersterer hat in seiner Abhandlung von Verbrechen, und Strafen seine Stimme gegen die Todesstrafe erhoben;"
3507,3508,und letzterer hat in seinen Grundsätzen der Polizey S. 344 die Schädlichkeit der Landesverweisungen deutlich erwiesen.
3508,3509,Der Saturn leidet in seiner Bewegung merkliche Veranderungen;
3509,3510,"es ist auch sehr wahrscheinlich, daß Jupiter die Hauptursache dieser Veranderung ist."
3510,3511,Freylich wird uns die Zeit allein ber diesen Punct gänzlich aufklären können ·
3511,3512,259.
3512,3513,)
3513,3514,.
3514,3515,"Richtig ist es, daß die allgemeine Schwerkraft, die wechselseitig wirket, in den Bewegungen der Wandelsterne einige Unregelmäßigteiten hervorbringen müsse."
3515,3516,"Man wird vermuthlich bald entdecken, daß in die Bewegung des Saturns nebst dem Jupiter auch der im Jahre 1781 neu entdeckte Planet Uranus (von dem in diesem Werke keine Meldung geschieht,) einen Einfluß habe."
3516,3517,Die Geschichte seiner Entdeckung ist im Kurzen folgende:
3517,3518,"Am 13ten März 1781 entdeckte ein deutscher Liebhaber der Sternkunde, der sich zu Bath in England aufhielt, H. 5erschel durch ein von ihm selbst verfertigtes, sieben Fuß langes Teleskop einen Stern, der größer war, als die benachbarten Firsterne."
3518,3519,Bekannter Maßen zeigen sich die Firsterne auch durch die vollkommensten Fernrohre um nichts vergroßert;
3519,3520,deßwegen zog dieser neue Stern die Aufmerksamkeit des H. Herschel auf sich.
3520,3521,Die Beobachtung des H. Herschel wiederhohlten H. Maskelyne königl.
3521,3522,"Astronom zu Greenwich, Hr. Messier"
3522,3523,Astronom der königl.
3523,3524,"Marine zu Paris, H. Johann Ebert"
3524,3525,Bode
3525,3526,Astronom der konigl.
3526,3527,"Akädemie der Wissenschaften in Berlin, wie auch andre Astronomen, die alle darin übereinkommen, daß dieser Stern ein bioher noch unbekannt gebliebener Hauptplanet unsres Sonnensystems sey, der in einer 19mal weitern Eutfernung als die Erde seine Bahn um die Sonne in 82 Jahren, und etwa 5 Monathen durchläuft."
3527,3528,Seine wahre Größe muß die Größe unsrer Erdkugel vielmahl übertreffen.
3528,3529,Hr. Mayer setzt seinen scheinbaren Durchmesser auf 10 Secunden.
3529,3530,Hiernach zu rechnen würde er unsre Erde an Große 1157mahl übertreffen.
3530,3531,H. Bode hat ihm den Nahmen Uranus beygeleget.
3531,3532,"Unter dem Artikel Optik stehet in gegenwärtiger Sammlung diese merkwürdige Anecdote, daß der berühmte blinde Saunderson offentliche Vorlesunsungen über diese Wissenschaften hielt."
3532,3533,"Es war ihm genug die Lichtstrahlen für Bündlein von geraden Linien zu halten, um sich optische Kenntnisse zu erwerben."
3533,3534,K. J. D. Gotth.
3534,3535,Sam.
3535,3536,Steinbarts gemeinnützige Anleitung des Verstandes zum regelmässigen Selbstdenken.
3536,3537,Zweyte verbesserte und vermehrte Auflage.
3537,3538,Züllichau bey N. S.
3538,3539,Frommanns Erben. 1787.
3539,3540,616 S. 8.
3540,3541,Diese sehr practische und leicht verständliche Anleitung zun regelmäßigen Gebrauch der Vernunft ist schon durch die erste Auflage von 1780 auch n unseren Gegenden bekannt und beliebt geworden.
3541,3542,"Jch darf also hier weder einen Auszug der Materien liefern, noch das Buch empfehlen: sondern bloß die Verbesserungen und Zusätze anzeigen."
3542,3543,Papier und Schrift sind wie bey der ersten Auflage;
3543,3544,und die neue enthält nur 31 S. mehr als die alte.
3544,3545,"Nur gar selten ist im Terte selbst etwas geändert worden, um den Ausdrücken und Sätzen mehr Bestimmtheit zu verschaffen."
3545,3546,"Die Zusätze bestehen 1) in den Aufschriften bey jedem S. und 2) in theils praetischen, theils anderen Scholien und Corollarien, welche mit kleiner Schrift einigen S. beygesetzt worden sind."
3546,3547,"Zum Besten derer, die die erste Auflage besitzen, führe ich alle erheblichen Zusätze an."
3547,3548,"Nach . 9 wird die von den Alten gebrauchte Bezeichnungsart der Quantität der Sätze durch A, E, I, O, und die bequemere Lambertische angeführt. ."
3548,3549,10 werden die gemeinsten einfachen Schlußarten nach der Lambertischen Bezeichnungomethode dem Auge vorgestellt.
3549,3550,"J. 47 Erinnerung zur Aufmerksamkeit auf den Jdeengang, wenn er nicht durch Selbstthätigkeit geleitet wird, vornehmlich in Gesellschaften."
3550,3551,"J. 84 wird bemerket, daß die Titulaturabstracta, als Excellenz, Magnificenz sehr unlogisch seyen. ."
3551,3552,110 wird die Bedeutung des Worto Art beym Verf.
3552,3553,"und bey den Naturhistorikern, wie auch der Unterschied zwischen Arten, Classen und Racen angeführt."
3553,3554,J. 149 von Castrirung der Früchte.
3554,3555,"H. Steinbart erzählt, daß ein Naturhistoriter bemerket habe, wie eine Schnecke die Staubfäden in den Blüthen eines Apfelbaums abfraß, und wie die Früchte aus diesen Blüthen sich besser erhalten haben, und größer gewachsen"
3555,3556,"seyen, als die, deren Blüthe nicht beschädiget worden:"
3556,3557,beym
3557,3558,"Abnehmen aber der reifen Früchte sich gezeiget habe, daß sie sammitlich keine Samenkorner enthielten."
3558,3559,"Das nämliche zeigte sich im folgenden Jahre, als der nämliche Gartenfreund die Staubfäden von mehreren Blüthen mit der Scheere abschnitt."
3559,3560,Was würde beym Steinobst der Erfolg eines solchen Abschneidens seyn?
3560,3561,"J. 228 wird bemerket, daß man die Bibel dem gemeinen Christen nicht in die Hand geben soll, ohne historische Einleitung in jedes Buch, und ohne erklärende Anmerkungen."
3561,3562,"J. 291 heißt es, Geschichte im engern Verstande sey die Reihe der Veränderungen;"
3562,3563,Statistit der Jnbegriff fortdauernder Einrichtungen;
3563,3564,Archäologie das Statistische alter Völker;
3564,3565,die Promulgation eines neuen Gesetzbuches gehöre in die Historie;
3565,3566,die daraus entstehende fortwährende Verfassung in die Statistik.
3566,3567,"Die erste sowohl als die zweyte Auflage unterscheidet sich vornehmlich dadurch von anderen Vernunftlehren, daß die Beyspiele nicht aus den höheren Wissenschaften, sondern aus dem gemeinen Leben genommen sind, und folglich zur Bildung des gelehrten Geschäftsmannes, des im eigentlichen Verstande aufgeklärten Menschen, und vermuthlich selbst zur Bildung des zukünftigen Facultisten weit tauglicher ist, als die gewohulichen."
3567,3568,"Wann wird man einmahl allgemeiner beherzigen, daß in hohen und niedern Schulen Leute für die Geschäfte des Lebens sollen gebildet werden?"
3568,3569,Th.
3569,3570,Litterargeschichte.
3570,3571,Compendium Historiae litterariae.
3571,3572,"Auctore Gregorio Mauer, Sacerdote Benedictino in Vuiuersitate Vindobonensi, Linguae graecae, et Hermeneuticae noui Test."
3572,3573,Prof. P .
3573,3574,Vindobonae sumtibus Christiani Frid.
3574,3575,Vappler.
3575,3576,1787.
3576,3577,189.
3577,3578,S. 8.
3578,3579,"Der Herr Verfasser berichtet in der Vorrede, daß er diese Arbeit dem Gebrauche seiner Schüler gewidmet habe;"
3579,3580,"es scheint aber, es würde für dieselben nützlicher gewesen seyn, wenn er die Hauptrevolutionen der Theologie in andere Epochen gesetzet hätte."
3580,3581,"Er setzet die erste Abtheilung, oder Periode in das vierte, die zweyte in das zwölfte, die dritte in das sechzehnte, und die vierte in das achtzehnte Jahrhundert."
3581,3582,"Uebereinstimmender ist es mit dem Ursprunge, dem Fortgange, und den Schicksalen der Theologie, wenn man der Litterargeschichte derselben folgende Epochen giebt: 1)"
3582,3583,"Von der Entstehung der Kirche bis auf den Origenes, 2) vom Origenes bis auf den Johannes Damascenus bey den Griechen, und 3)"
3583,3584,"bey den Lateinern bis auf den Peter Lombard, 4) von dort bis auf die Reformation, 5) nach der Reformation bis auf unsere Zeiten bey den Protestanten;"
3584,3585,"bey den Katholiken aber 6) von der Reformation bis auf die Aufhebung der Jesuiten, und 7) von dort bis auf unsere Zeiten."
3585,3586,"Es ist daher sehr auffallend, daß er die Litterargeschichte des 18ten Jahrhunderts, wo doch das Ende desselben sehr nahe ist, ganz weggelassen hat."
3586,3587,"Es würde seinen Schülern sehr nützlich gewesen seyn, wenn er angemerket hätte, welche Aenderungen die Wolfianische Philosophie in der Theologie hervorgebracht habe;"
3587,3588,"wenn er gezeiget hätte, daß in diesem Jahrhunderte durch die Bearbeitung der Mathematik, und Naturlehre die Hirngespinste der Casuisten und Decretalisten de magia reali, et pacto cum daemone tacito, vel expt esso, de daemone succubo et incubo, de impotentia ex malesicio orta, und dergleichen vernichtet worden seyen;"
3588,3589,daß durch die Bearbeitung des Natur⸗ und Staatorechtes das Kirchenrecht eine bessere Gestalt bekommen habe;
3589,3590,daß die Aufhebung der Jesuiten der scholastischen Theologie den letzten Stoß gegeben habe;
3590,3591,"daß seit der erloschenen Gesellschaft Jesu die Sprachen, die Hermenevtil, und die Pastoraltheologie in den katholischen Schulen, wenigstens in den osterreichischen (denn er schrieb hauptsächlich für die osterreichischen Schüler der Theologie) mit allem Nachdrucke betrieben werden u. d. gl."
3591,3592,"Auch ist es auffallend, daß er seine Geschichte nur auf die Dogmatik, Moral, und auf die Hermenevtik eingeschränket, die übrigen Theile der theologischen Wissenschaften aber ganz übergangen hat."
3592,3593,"Die Kanzelberedsamkeit, und die practische Theologie hätten es gewiß verdienet, daß er auf ihre Schicksale einen Blick geworfen hätte."
3593,3594,Selbst in der Erzählung der Schicksale des biblischen Studiums ist ihm eine der wichtigsten pragmatischen Bemerkungen entwischet.
3594,3595,"Er sagt auf der 61 S. Carolus M. eo potissimum nomine de s. Codice bene meritus est, quod multimodis eruditos homines ad eius explanationem excitarit."
3595,3596,Alcuini etiam opera ad tollenda ex eodem menda vsus est.
3596,3597,"Hier wäre sehr nothig gewesen, anzumerken, daß selbst dieses Bestreben Carls des Großen das biblische Studium zu befordern demselben auf der anderen Seite mehr geschadet, als genützet habe;"
3597,3598,"denn er ließ zum Gebrauche einiger sehr unwissenden Religionodiener vom Paul Diaconus, Alcuinus rc."
3598,3599,"die Homilien der Kirchenväter über jene Evangelien, und Episteln sammeln, die an den Festtagen dem Volke ausgeleget zu werden pflegen, welches denn verursachte, daß sich die meisten mit diesem Homiliarium begnügten, und wenig bekümmert waren, die übrigen Theile der heil."
3599,3600,"Schrift, die in der Perikope, oder Eintheilung in die Festtage nicht enthalten sind, zu verstehen."
3600,3601,"Hierin liegt eine jener Ursachen, warum die Hermenevtik bis auf die Zeiten der Reformation so sehr vernachlässiget wurde."
3601,3602,"Nicht weniger ist es befremdend, daß nicht einmahl angezeigt wird, wann der Nahme Theolog und Theologie in der Kirche entstanden sey."
3602,3603,"Es ist belannt, daß dieses Wort älter sey, als unsere Kirche, und daß es vor Christi Geburt eine ganz andere Bedeutung gehabt habe."
3603,3604,Schon Aristoteles (Met.
3604,3605,Xl. VI.) und Cicero (de nat. Deor.
3605,3606,"Ill. 21.) haben sich dieses Wortes bedienet, mit dem gemeiniglich die ältesten, und berühmtesten Schriftsteller der Heiden bezeichnet wurden."
3606,3607,"Der erste, der in der christlichen Kirche den Nahmen Theolog trug, war der Evangelist Johannes, und nach ihm Gregor von Nazians;"
3607,3608,"jener, weil er den Cerinth, und dieser, weil er den Arius bestritten hat."
3608,3609,"Von dieser Zeit war der Nahme Theolog in unserer Kirche bis auf das 11te Jahrhundert unbekannt, in welchem er wieder dem Simeon gegeben wurde, den seine Zeitgenossen veov Se ooo nannten."
3609,3610,Was dem Hn.
3610,3611,Verf.
3611,3612,"zum Verdienste gereichet, ist, daß er durch alle Perioden den Einfluß der Philosophie in die Theologle aus der philosophischen Geschichte des Bruckerus entlehnet hat."
